workerid,rt,trial_type,trial_num,adj_positiveness,np_positiveness,context,np,adj,response,sim_glove
13,8527,free_class_elicitation,1,negative,positive,Kim is looking for a place to live and checks out a villa.,villa,small,villas,0.5119326710700989
13,11840,free_class_elicitation,2,positive,negative,Mika hears somebody playing the violin.,violin,loud,violins,0.6895976066589355
13,7728,free_class_elicitation,3,negative,negative,Tanya sees a penguin at the zoo.,penguin,short,penguins,0.3877726197242737
13,4295,free_class_elicitation,4,negative,neither-nor,Lee is sitting in a classroom.,classroom,quiet,classrooms,0.8148455619812012
13,5458,free_class_elicitation,5,negative,neither-nor,Simon is walking outside and hears the cry of a parrot.,parrot,quiet,parrots,0.6655376553535461
13,4685,free_class_elicitation,6,negative,positive,Jasmine sees an adult named Pat.,adult,short,humans,0.44760048389434814
13,12112,free_class_elicitation,7,positive,neither-nor,Monica steps outside on a day in Fall.,Fall,warm,falls,
13,5986,free_class_elicitation,8,negative,negative,Kathleen is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,short,shows,
13,5107,free_class_elicitation,9,positive,negative,John is at the butchershop and looks at the price of a piece of pork.,pork,expensive,pork,1.0
13,5977,free_class_elicitation,10,positive,neither-nor,Robert is helping a friend move and picks up a box.,box,heavy,boxes,0.730573832988739
13,6581,free_class_elicitation,11,positive,positive,Jennifer lifts up an adult named Allen.,adult,heavy,adults,0.7610254883766174
13,6184,free_class_elicitation,12,positive,negative,Angela is visiting a friend and sees their pet mouse.,mouse,large,mouses,0.2677677571773529
13,7458,free_class_elicitation,13,negative,neither-nor,Alicia is working in the machine shop and picks up a piece of plastic.,plastic,light,plastic,1.0
13,11037,free_class_elicitation,14,positive,positive,Gabriel looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,expensive,liquor,
13,4610,free_class_elicitation,15,negative,positive,Tom steps outside during the morning.,the morning,dark,mornings,
13,6858,free_class_elicitation,16,positive,neither-nor,The mailman drops off a package for Stephanie. Stephanie picks it up.,package,heavy,packages,0.7980517745018005
13,7293,free_class_elicitation,17,positive,positive,The waitress brings Alexander his food at the diner. Alexander takes the first bite of his burger.,burger,warm,food,0.40979570150375366
13,4215,free_class_elicitation,18,negative,negative,Cameron is at the zoo watching a slug travel.,slug,slow,slugs,0.5862656235694885
14,23877,free_class_elicitation,1,positive,neither-nor,Maya is visiting a friend and sees their pet cat.,cat,large,cats,0.7323004007339478
14,9311,free_class_elicitation,2,positive,neither-nor,Stephen is walking outside and hears the cry of a parrot.,parrot,loud,birds,0.4827500581741333
14,6799,free_class_elicitation,3,negative,negative,Stephanie steps outside on a day in Winter.,Winter,cold,days,
14,8603,free_class_elicitation,4,positive,positive,The waitress brings Gary his food at the diner. Gary takes the first bite of his burger.,burger,warm,burgers,0.7014809846878052
14,9308,free_class_elicitation,5,negative,neither-nor,Greg takes a first sip from a cup of tea.,tea,cold,teas,0.6107999682426453
14,37218,free_class_elicitation,6,negative,neither-nor,Mika is at the zoo watching an eel travel.,eel,slow,fish,0.41933712363243103
14,12698,free_class_elicitation,7,negative,negative,Jasmine steps outside during the evening.,the evening,dark,times,
14,6210,free_class_elicitation,8,positive,negative,Melinda is thinking about watching something on Netflix and looks at the duration of a TV show.,TV show,long,shows,
14,10245,free_class_elicitation,9,negative,positive,Simon hears somebody playing the drums.,drums,quiet,drums,1.0
14,74736,free_class_elicitation,10,negative,positive,Michelle is looking for a place to live and checks out a villa.,villa,small,villas,0.5119326710700989
14,4219,free_class_elicitation,11,positive,negative,John lifts up a baby named Allen.,baby,heavy,babies,0.7870863676071167
14,4873,free_class_elicitation,12,positive,positive,Kim sees a giraffe at the zoo.,giraffe,tall,animals,0.31947097182273865
14,9091,free_class_elicitation,13,positive,positive,Veronica is working in the machine shop and picks up a piece of steel.,steel,heavy,pieces,0.4560699462890625
14,6473,free_class_elicitation,14,negative,positive,Julia looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,bottles,
14,5684,free_class_elicitation,15,negative,neither-nor,The mailman drops off a package for Anthony. Anthony picks it up.,package,light,packages,0.7980517745018005
14,15553,free_class_elicitation,16,positive,negative,Laura is at the butchershop and looks at the price of a piece of pork.,pork,expensive,pork,1.0
14,7998,free_class_elicitation,17,negative,negative,Natalia is sitting in a library.,library,quiet,places,0.38692426681518555
14,6686,free_class_elicitation,18,positive,neither-nor,Alexander sees a baseball player.,baseball player,tall,players,
15,30647,free_class_elicitation,1,positive,neither-nor,Gabriel steps outside during dusk.,dusk,light,times of the day,
15,24856,free_class_elicitation,2,positive,positive,Natalia is looking for a place to live and checks out a villa.,villa,large,villas,0.5119326710700989
15,7744,free_class_elicitation,3,positive,positive,William is at the zoo watching a snake travel.,snake,fast,snakes,0.7458169460296631
15,9432,free_class_elicitation,4,negative,neither-nor,Alicia is helping a friend move and picks up a box.,box,light,boxes,0.730573832988739
15,13488,free_class_elicitation,5,negative,negative,Josh lifts up a baby named Allen.,baby,light,babies,0.7870863676071167
15,11080,free_class_elicitation,6,positive,negative,Simon takes a first sip from a cup of water.,water,hot,drinks,0.48012620210647583
15,7744,free_class_elicitation,7,negative,negative,Cameron is at the butchershop and looks at the price of a piece of pork.,pork,cheap,meats,0.6622257828712463
15,7752,free_class_elicitation,8,positive,negative,Charles sees a child named Pat.,child,tall,children,0.8553194999694824
15,21304,free_class_elicitation,9,negative,positive,Angela hears somebody playing the drums.,drums,quiet,sounds,0.5546292662620544
15,18552,free_class_elicitation,10,positive,neither-nor,John sees a baseball player.,baseball player,tall,baseball players,
15,10720,free_class_elicitation,11,positive,neither-nor,The mailman drops off a package for Michelle. Michelle picks it up.,package,heavy,packages,0.7980517745018005
15,20616,free_class_elicitation,12,negative,positive,Robert looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,top-shelf liquors,
15,24448,free_class_elicitation,13,positive,positive,Lee is working in the machine shop and picks up a piece of steel.,steel,heavy,pieces of metal,
15,9264,free_class_elicitation,14,negative,negative,Michael sees a penguin at the zoo.,penguin,short,penguins,0.3877726197242737
15,13728,free_class_elicitation,15,negative,positive,Monica is walking outside and hears the cry of a rooster.,rooster,quiet,times of day,
15,10096,free_class_elicitation,16,negative,neither-nor,Claire steps outside on a day in Fall.,Fall,cold,Fall days,
15,11111,free_class_elicitation,17,negative,neither-nor,Tanya is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,documentaries,0.7954923510551453
15,11537,free_class_elicitation,18,positive,negative,Laura is visiting a friend and sees their pet mouse.,mouse,large,mice,0.6706715226173401
16,15255,free_class_elicitation,1,positive,negative,Gary is looking for a place to live and checks out an apartment.,apartment,large,aparments,
16,11757,free_class_elicitation,2,negative,negative,Simon steps outside during the evening.,the evening,dark,times of day,
16,9631,free_class_elicitation,3,positive,negative,Maya sees a jockey.,jockey,tall,jockies,
16,16366,free_class_elicitation,4,negative,positive,The waitress brings Alicia her food at the diner. Alicia takes the first bite of her burger.,burger,cold,hamburgers,0.6286556720733643
16,8787,free_class_elicitation,5,negative,negative,David is sitting in a library.,library,quiet,places,0.38692426681518555
16,7273,free_class_elicitation,6,positive,positive,Kim is thinking about watching something on Netflix and looks at the duration of a movie.,movie,long,movies,0.8959326148033142
16,4651,free_class_elicitation,7,positive,neither-nor,Claire sees a monkey at the zoo.,monkey,tall,animals,0.4994267523288727
16,7852,free_class_elicitation,8,negative,neither-nor,Robert sees a teenager named Pat.,teenager,short,men,0.5001325011253357
16,8242,free_class_elicitation,9,negative,neither-nor,Tanya steps outside on a day in Fall.,Fall,cold,times of year,
16,11919,free_class_elicitation,10,positive,positive,William is helping a friend move and picks up a piece of furniture.,piece of furniture,heavy,pieces of furniture,
16,4895,free_class_elicitation,11,positive,neither-nor,Eric is visiting a friend and sees their pet cat.,cat,large,cats,0.7323004007339478
16,4307,free_class_elicitation,12,positive,positive,Angela takes a first sip from a cup of coffee.,coffee,hot,drinks,0.7287518978118896
16,8267,free_class_elicitation,13,negative,negative,Greg hears somebody playing the violin.,violin,quiet,instruments,0.5735992193222046
16,9856,free_class_elicitation,14,positive,neither-nor,Natalia is working in the machine shop and picks up a piece of plastic.,plastic,heavy,items in the shop,
16,5759,free_class_elicitation,15,negative,positive,Jasmine is at the zoo watching a snake travel.,snake,slow,animals,0.49764129519462585
16,7654,free_class_elicitation,16,positive,negative,Stephanie is at the butchershop and looks at the price of a piece of pork.,pork,expensive,meat,0.8260456323623657
16,9757,free_class_elicitation,17,negative,neither-nor,Mika lifts up a kid named Allen.,kid,light,people,0.39091283082962036
16,14403,free_class_elicitation,18,negative,positive,Alexander looks at the price of a bottle of top-shelf liquor.,bottle of top-shelf liquor,cheap,bottles of liquor at other places,
17,56313,free_class_elicitation,1,positive,neither-nor,Tom takes a first sip from a cup of tea.,tea,hot,drinks,0.6754350662231445
17,94064,free_class_elicitation,2,negative,negative,Josh hears somebody playing the violin.,violin,quiet,instruments,0.5735992193222046
17,32102,free_class_elicitation,3,positive,neither-nor,Jasmine looks at the price of a bottle of wine.,bottle of wine,expensive,wines,
17,13904,free_class_elicitation,4,positive,negative,Mika is looking for a place to live and checks out an apartment.,apartment,large,apartments,0.7545885443687439
17,13730,free_class_elicitation,5,negative,neither-nor,Alexander is sitting in a classroom.,classroom,quiet,rooms,0.6130567789077759
17,63485,free_class_elicitation,6,negative,negative,Claire is visiting a friend and sees their pet mouse.,mouse,small,mice,0.6706715226173401
17,19739,free_class_elicitation,7,negative,positive,Natalia is at the zoo watching a snake travel.,snake,slow,animals,0.49764129519462585
17,19823,free_class_elicitation,8,positive,positive,Kim is at the butchershop and looks at the price of a piece of steak.,steak,expensive,foods,0.3903997242450714
17,277860,free_class_elicitation,9,negative,neither-nor,Gary is working in the machine shop and picks up a piece of plastic.,plastic,light,plastics ,
17,13093,free_class_elicitation,10,negative,neither-nor,Gabriel is thinking about watching something on Netflix and looks at the duration of a documentary.,documentary,short,documentaries,0.7954923510551453
17,139168,free_class_elicitation,11,positive,negative,Simon steps outside during the evening.,the evening,light,nights,
17,8846,free_class_elicitation,12,positive,neither-nor,Lee is walking outside and hears the cry of a parrot.,parrot,loud,birds,0.4827500581741333
17,7690,free_class_elicitation,13,positive,positive,Daniel lifts up an adult named Allen.,adult,heavy,people,0.46134981513023376
17,13324,free_class_elicitation,14,positive,positive,The waitress brings Maya her food at the diner. Maya takes the first bite of her burger.,burger,warm,foods,0.5431130528450012
17,8286,free_class_elicitation,15,negative,negative,Charles sees a child named Pat.,child,short,kids,0.6554969549179077
