stim_id,degree,context_sentence,superordinate,np,np_expectations,adj,adj_polarity,np_match,originalResponse,cat_cleaned,specific,matchingSuper,mode_np
13,hardness,Jasmine is at a hardware store and picks up a piece of cotton.,materials,cotton,low,soft,negative,cotton,objects in-store,objects,0,0,materials
37,loudness_n,Michael is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,quiet,negative,electric,cars,cars,0,0,vehicles
30,loudness_n,Maya meets a friend at a party.,venue,party,high,noisy,positive,party,places,places,0,0,venue
77,temperature_h,Laura is at a restaurant and takes a taste of a chocolate fondue.,food,chocolate fondue,high,hot,positive,fondue,foods,food,0,0,food
26,length_duration,John is looking at a highway on Google Maps.,roads,highway,high,short,negative,highway,ways,ways,0,0,roads
83,weight,Alexander is at a craft shop and picks up a piece of wool.,materials,wool,high,heavy,positive,wool,wood,wood,0,0,materials
90,width,Kim is attempting to move furniture through the patio door of her house.,doorways,patio door,medium,wide,positive,patio,doors,doors,0,0,doorways
10,hardness,Stephanie is eating a marshmallow.,candies,marshmallow,low,soft,negative,marshmallow,foods,food,0,0,candies
83,weight,William is at a craft shop and picks up a piece of silk.,materials,silk,low,heavy,positive,silk,fabrics,fabric,0,0,materials
90,width,Josh is attempting to move furniture through the patio door of his house.,doorways,patio door,medium,wide,positive,patio,pieces of furnature, furniture,0,0,doorways
29,loudness,Gabriel is listening to a rock concert.,concerts,rock concert,high,loud,positive,rock concert,music,music,0,0,concerts
6,darkness,Stephen is creating a flower bouquet and picks out a daisy.,flowers,daisy,high,light,positive,daisy,bouquets,bouquet,0,0,flowers
76,temperature_h,Eric is spending his Saturday at a sauna.,places,sauna,high,hot,positive,sauna,rooms,rooms,0,0,places
88,width,Stephen is standing at the bank of a stream.,waterways,stream,medium,narrow,negative,stream,bank,bank,0,0,waterways
6,darkness,Sophie is creating a flower bouquet and picks out a daisy.,flowers,daisy,high,light,positive,daisy,bouquet,bouquet,0,0,flowers
64,speed,Lee is at a friend's house and sees their pet rabbit come towards them.,pets,rabbit,high,slow,negative,rabbit,animals,animals,0,0,pets
56,size,William sees his friend's new smartcar.,vehicles,smartcar,low,small,negative,smart,cars,cars,0,0,vehicles
30,loudness_n,Sophie meets a friend at a church.,venue,church,low,quiet,negative,church,places,places,0,0,venue
24,length_duration,Michelle sees a friend driving a smartcar.,vehicles,smartcar,low,short,negative,smart,cars,cars,0,0,vehicles
37,loudness_n,Jasmine is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,car,cars,0,0,vehicles
14,hardness,Charles is in his bedroom and sits on a bedboard.,furniture,bedboard,high,soft,negative,bedboard,mattresses,bedbedboardes,1,0,bedboard
83,weight,Melinda is at a craft shop and picks up a piece of cotton.,materials,cotton,medium,light,negative,cotton,yarn,yarn,0,0,materials
90,width,Jennifer is attempting to move furniture through the patio door of her house.,doorways,patio door,medium,narrow,negative,patio,doors,doors,0,0,doorways
75,temperature_h,Angela is in her kitchen and puts her hand in the pantry.,locations,pantry,medium,warm,positive,pantry,areas around,areas,0,0,locations
67,strength,Michelle watches a child lift up a box.,people,child,low,weak,negative,child,boxes,box,0,0,people
54,size,Angela is at a farmer's market and picks up a kumquat.,fruit,kumquat,low,small,negative,kumquat,vegetables,vegetables,0,0,fruit
30,loudness_n,Charles meets a friend at a conference center.,venue,conference center,medium,noisy,positive,conference center,places,places,0,0,venue
47,price,Claire is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,expensive,positive,strawberries,fruit,fruit,0,0,berries
37,loudness_n,Laura is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,cars,cars,0,0,vehicles
14,hardness,Monica is in her bedroom and sits on a bedboard.,furniture,bedboard,high,soft,negative,bedboard,beds,beds,0,0,furniture
24,length_duration,Lee sees a friend driving a limousine.,vehicles,limousine,high,short,negative,limo,cars,cars,0,0,vehicles
35,loudness,Lee is in a room with an adult.,people,adult,low,quiet,negative,adult,rooms,rooms,0,0,people
5,darkness,Kim is writing with a pen and notices the color of the script.,scripts,pen,medium,dark,negative,pen,scripts,script,0,0,scripts
13,hardness,Natalia is at a hardware store and picks up a piece of plastic.,materials,plastic,medium,hard,positive,plastic,things,things,0,0,materials
47,price,Cameron is shopping for berries and looks at the price of strawberries.,berries,strawberries,low,expensive,positive,strawberries,fruits,fruit,0,0,berries
3,darkness,Jasmine is at a bakery and looks at the color of a cheesecake.,cakes,cheesecake,high,light,positive,cheesecake,desserts,desserts,0,0,cakes
76,temperature_h,Anthony is spending his Saturday at an ice rink.,places,ice rink,low,hot,positive,ice rink,weather,weather,0,0,places
70,strength,Greg is painting and tries a new oil paint.,paints,oil paint,high,weak,negative,oil,paintings,paintings,0,0,paints
24,length_duration,Cameron sees a friend driving a pick-up truck.,vehicles,pick-up truck,medium,short,negative,pick-up,trucks,truck,0,0,vehicles
7,darkness,Sophie takes a walk and notices the coat of a poodle.,dogs,poodle,high,dark,negative,poodle,coats,coat,0,0,dogs
83,weight,Julia is at a craft shop and picks up a piece of cotton.,materials,cotton,medium,light,negative,cotton,pieces of fabric, fabric,0,0,materials
90,width,Robert is attempting to move furniture through the patio door of his house.,doorways,patio door,medium,wide,positive,patio,furniture,furniture,0,0,doorways
56,size,Charles sees his friend's new smartcar.,vehicles,smartcar,low,big,positive,smart,cars,cars,0,0,vehicles
65,speed,Kim is taking a walk with an adult.,people,adult,high,quick,positive,adult,walkers,walkers,0,0,people
56,size,Melinda sees her friend's new sedan.,vehicles,sedan,medium,big,positive,sedan,cars,cars,0,0,vehicles
40,loudness,Kim wants to play music and tries out an ukelele.,guitars,ukelele,low,quiet,negative,ukelele,string instuments,string instruments,0,0,guitars
73,temperature_h,Tom takes the first sip from a coffee.,drinks,coffee,high,hot,positive,coffee,room temperature liquids.,liquid,0,0,drinks
4,darkness,John steps outside during the dusk.,times of day,dusk,medium,dark,negative,dusk,places.,dusk,1,0,dusk
66,speed_f,Alexander is at an airport and sees a glider in the air.,aircrafts,glider,low,fast,positive,glider,things in the airport.,thingsport,0,0,aircrafts
47,price,Charles is shopping for berries and looks at the price of boysenberries.,berries,boysenberries,high,expensive,positive,boysenberries,fruit,fruit,0,0,berries
87,width,Kim is driving on a downtown street.,roads,downtown street,medium,narrow,negative,downtown,streets,streets,0,0,roads
24,length_duration,Cameron sees a friend driving a pick-up truck.,vehicles,pick-up truck,medium,short,negative,pick-up,trucks,truck,0,0,vehicles
55,size,Alexander is at an aquarium and sees a herring.,fish,herring,low,big,positive,herring,birds,birds,0,0,fish
61,speed,Daniel wants to cook dinner and considers using an instant pot.,cookware,instant pot,high,quick,positive,instant pot,pots,cookware,0,1,cookware
38,loudness,Simon is in a forest and hears a mockingbird .,birds,mockingbird,high,quiet,negative,mockingbird,places,places,0,0,birds
83,weight,Michelle is at a craft shop and picks up a piece of wool.,materials,wool,high,light,negative,wool,fabrics,fabric,0,0,materials
37,loudness_n,Alexander is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,cars,cars,0,0,vehicles
42,price,John is looking to rent a new place and checks out a villa.,rentals,villa,high,expensive,positive,villa,apartments,apartments,0,0,rentals
81,weight,William is helping a friend move and picks up their trash can.,furniture,trash can,low,heavy,positive,trash can,items,items,0,0,furniture
77,temperature_h,Michael is at a restaurant and takes a taste of a muffin.,food,muffin,medium,hot,positive,muffin,food items,food,0,0,food
4,darkness,Veronica steps outside during the dusk.,times of day,dusk,medium,light,positive,dusk,days,day,0,1,times of day
56,size,Kim sees her friend's new sedan.,vehicles,sedan,medium,small,negative,sedan,cars,cars,0,0,vehicles
76,temperature_h,Claire is spending her Saturday at a shopping mall.,places,shopping mall,medium,hot,positive,mall,shopping areas,mall areas,1,0,shopping mall
45,price,Jennifer wants to buy a bracelet and looks at one made of plastic.,bracelets,plastic,low,cheap,negative,plastic,jewelry,jewelry,0,0,bracelets
75,temperature_h,Alicia is in her kitchen and puts her hand in the oven.,locations,oven,high,warm,positive,oven,rooms in the house,rooms,0,0,locations
90,width,Michael is attempting to move furniture through the back door of his house.,doorways,back door,low,narrow,negative,back,doors,doors,0,0,doorways
69,strength,Monica is watching a cyclist lift weights.,athletes,cyclist,medium,weak,negative,cyclist,people,people,0,0,athletes
31,loudness_n,Mika is at a friend's place and hears her pet parrot.,pets,parrot,high,quiet,negative,parrot,birds,birds,0,0,pets
61,speed,Jasmine wants to cook dinner and considers using a frying pan.,cookware,frying pan,medium,slow,negative,frying pan,stoves,stoves,0,0,cookware
41,price,Gary is at a decoration shop and looks at a statue made of bronze.,statues,bronze,medium,cheap,negative,bronze,decorations,decor,0,0,statues
69,strength,Anthony is watching a wrestler lift weights.,athletes,wrestler,high,strong,positive,wrestler,people,people,0,0,athletes
68,strength,Veronica is hearing about the rain shower that is heading towards them.,storms,rain shower,low,weak,negative,rain shower,predictions,weather,0,0,storms
64,speed,Maya is at a friend's house and sees their pet cat come towards them.,pets,cat,medium,quick,positive,cat,animals,animals,0,0,pets
90,width,Natalia is attempting to move furniture through the patio door of her house.,doorways,patio door,medium,wide,positive,patio,doors,doors,0,0,doorways
56,size,William sees his friend's new sedan.,vehicles,sedan,medium,small,negative,sedan,cars,cars,0,0,vehicles
81,weight,Tanya is helping a friend move and picks up their trash can.,furniture,trash can,low,heavy,positive,trash can,objects,objects,0,0,furniture
24,length_duration,Julia sees a friend driving a pick-up truck.,vehicles,pick-up truck,medium,short,negative,pick-up,pickup's,pick-ups,1,0,pick-up truck
7,darkness,David takes a walk and notices the coat of a poodle.,dogs,poodle,high,dark,negative,poodle,coats,coat,0,0,dogs
24,length_duration,Melinda sees a friend driving a pick-up truck.,vehicles,pick-up truck,medium,long,positive,pick-up,pickups,pick-ups,1,0,pick-up truck
39,loudness_n,Jennifer is at a lake and hears the sound of a rowboat.,boats,rowboat,low,quiet,negative,rowboat,lakes,lake,0,0,boats
28,length_duration,Angela is considering listening to her favorite podcast episode.,audios,podcast episode,medium,short,negative,podcast episode,things that are short.,things,0,0,audios
62,speed_f,Veronica sees a truck on the highway.,vehicles,truck,low,slow,negative,truck,things that are fast.,things,0,0,vehicles
36,loudness_n,Tom is planning to move and reads about a nearby village.,places,village,low,quiet,negative,village,cities,city,0,0,places
56,size,Maya sees her friend's new sedan.,vehicles,sedan,medium,big,positive,sedan,cars,cars,0,0,vehicles
13,hardness,Claire is at a hardware store and picks up a piece of cotton.,materials,cotton,low,hard,positive,cotton,fabrics,fabric,0,0,materials
77,temperature_h,Kim is at a restaurant and takes a taste of a muffin.,food,muffin,medium,cold,negative,muffin,places,places,0,0,food
37,loudness_n,Michael is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,loud,positive,electric,cars,cars,0,0,vehicles
4,darkness,Gary steps outside during the day.,times of day,day,high,dark,negative,day,places,day,1,1,day
24,length_duration,Alicia sees a friend driving a limousine.,vehicles,limousine,high,long,positive,limo,cars,cars,0,0,vehicles
28,length_duration,Maya is considering listening to her favorite podcast episode.,audios,podcast episode,medium,long,positive,podcast episode,episodes,podcast episode,1,0,podcast episode
83,weight,Eric is at a craft shop and picks up a piece of silk.,materials,silk,low,heavy,positive,silk,light object,object,0,0,materials
11,hardness,Gabriel steps onto the wood floor of a room.,floors,wood,medium,hard,positive,wood,tiled floor,tiled floor,0,0,floors
45,price,Tanya wants to buy a bracelet and looks at one made of gold.,bracelets,gold,high,expensive,positive,gold,metal bracelet,metal bracelets,0,1,bracelets
37,loudness_n,Monica is on the sidewalk and hears an electric car drive by.,vehicles,electric car,low,quiet,negative,electric,gas engine cars,cars,0,0,vehicles
36,loudness_n,Kim is planning to move and reads about a nearby town.,places,town,medium,noisy,positive,town,neighborhood,town,1,0,town
38,loudness,Julia is in a forest and hears a owl.,birds,owl,low,quiet,negative,owl,forest,forest,0,0,birds
